time	x1	x2	x3
0	8.51943240508064	10.9944205997905	10.413384581766
0.25	12.6890822849529	8.53822276904031	11.1206571659434
0.5	11.3130050279854	6.52868713242841	14.0783903331259
0.75	12.564282844585	6.2926724361381	19.8513525164436
1	12.7627943563964	5.70402938885347	21.4755280025374
1.25	15.826506420744	6.38062360749073	27.1608123026619
1.5	17.180423457345	1.96059654185645	26.5120567372313
1.75	18.3150197143473	4.84442061964723	31.4345539405174
2	20.3222944979027	4.84002941494605	35.3054513236358
2.25	22.3636497222515	3.0345795793752	37.5890959068614
2.5	22.6665450484048	3.70809900766994	38.9501076878056
2.75	23.6394971689949	2.95122289444951	42.9333786343661
3	25.6021588307099	3.14021225719167	43.3025973318461
3.25	27.7816145502843	3.17635645826594	46.1447407773515
3.5	28.9280756693276	2.6141942690212	46.7073237361614
3.75	29.5978718654723	1.95414121659245	48.2181425854995
4	32.6124215217422	2.82515789515008	46.9512169172036
4.25	32.7831435380674	3.71493602718913	49.4294284983702
4.5	33.8648662170205	3.01320291207746	50.5490400988154
4.75	33.8784651730362	3.19137650765381	49.2135186163442
5	35.1127367125082	1.91121360547018	51.7021121223701
5.25	37.5236220295098	2.98294508186168	52.0192265901021
5.5	37.0732948861696	4.35048224032915	49.5283592199897
5.75	36.2293735176632	3.16443078558807	50.1251957825413
6	35.9108312642384	4.08732846613536	49.2998541930453
6.25	37.0145015404677	3.01617403718555	51.345258546565
6.5	37.3775279422198	4.30954639007898	50.5198111189595
6.75	37.9582124406543	2.65698437950827	49.8699433591779
7	38.1851690233096	2.23852283021403	51.8445216716509
7.25	38.5809787236119	3.58136757508325	52.2964541812701
7.5	39.0444946268348	2.22314950104229	51.3587640982952
7.75	40.5703782643498	4.1081627725716	51.2334712583293
8	38.0649845739527	3.34250236896314	52.1829257008712
8.25	37.6261390300343	4.24942417629026	52.7685523400951
8.5	38.4003960058692	2.87575275707826	52.1006273496056
8.75	38.3517990333245	3.67248269977635	49.8117971446822
9	39.1655987665183	2.52746390316743	52.1680818388034
9.25	38.4565884669671	2.98503441409106	52.2574799847306
9.5	39.7722768721934	2.21844738819125	50.2219106781832
9.75	38.0017311083781	5.15402319786785	53.1670036513014
10	39.1380907823838	3.28016054233736	50.1591957424576
10.25	37.8997692379378	5.03055599040767	52.1604070450892
10.5	39.6529703350916	2.67976127179508	51.3840733529689
10.75	37.4952777142823	3.33935789272152	51.4425039767332
11	38.7959444963495	4.02240433921792	51.0170054489797
11.25	39.5653408418048	2.98991545039948	53.5959823294743
11.5	38.1484696514726	3.61915783913786	51.3114042275534
11.75	39.3236743137153	2.06647313690187	52.8068045782437
12	39.8720270114048	4.75464211500062	51.358921408968
12.25	38.6538150046673	3.30994831075851	51.601344189707
12.5	39.1086802037928	2.70983165886939	51.4600436621413
12.75	39.0428963221174	2.71346804111748	51.63544275825
13	39.6159643317484	3.98533353519949	52.6628197646509
13.25	41.1825092060933	2.05641467397457	52.7787218646836
13.5	38.113871529131	1.88447679712135	51.1818706341768
13.75	39.9016204668945	3.02722091793665	52.212441505038
14	39.7081029139684	3.15031399553424	53.6773575088844
14.25	37.8561924260256	3.49708808592565	51.2162165955316
14.5	38.9218072173345	4.44457633306101	50.4423078705368
14.75	39.4872348110187	3.06646874530551	50.6655410292769
15	39.5805941715646	3.93090566486751	51.3109215724197
